"Country or Area","Year","Value"
"Norway","2005","43560.7080626543"
"Norway","2004","44337.01057438"
"Norway","2003","43921.7821976213"
"Norway","2002","42667.0476437731"
"Norway","2001","43559.8431532528"
"Norway","2000","42215.8849585405"
"Norway","1999","42709.4887188187"
"Norway","1998","41956.6632543068"
"Norway","1997","41698.9096009971"
"Norway","1996","41593.8338018847"
"Norway","1995","38477.2200813943"
"Norway","1994","38445.9574929674"
"Norway","1993","36531.5625170372"
"Norway","1992","34831.8925907555"
"Norway","1991","34069.334139415"
"Norway","1990","35704.388093822"
"Poland","2016","321182.010037645"
"Poland","2015","310526.317578801"
"Poland","2014","307044.692151637"
"Poland","2013","319608.069424774"
"Poland","2012","323823.354242792"
"Poland","2011","331268.300346866"
"Poland","2010","331709.981051661"
"Poland","2009","313756.919701927"
"Poland","2008","327059.270809724"
"Poland","2007","333894.272614541"
"Poland","2006","334048.046383889"
"Poland","2005","321099.16425393"
"Poland","2004","322154.839364343"
"Poland","2003","318099.459115714"
"Poland","2002","305435.774390756"
"Poland","2001","313263.025288816"
"Poland","2000","316828.092478755"
"Poland","1999","327261.069480461"
"Poland","1998","337020.859985326"
"Poland","1997","366226.801263925"
"Poland","1996","375017.592176896"
"Poland","1995","361072.034116364"
"Poland","1994","359386.83295565"
"Poland","1993","363953.863511663"
"Poland","1992","363516.273328132"
"Poland","1991","373165.688939245"
"Poland","1990","375810.951781834"
"Portugal","2016","50285.4715735866"
"Portugal","2015","52205.221594547"
"Portugal","2014","47962.8918695015"
"Portugal","2013","48088.8378779525"
"Portugal","2012","49887.6468316548"
"Portugal","2011","51713.8810436959"
"Portugal","2010","52897.5698524613"
"Portugal","2009","57096.367735863"
"Portugal","2008","59941.7356341719"
"Portugal","2007","62288.0074167618"
"Portugal","2006","64791.1769384256"
"Portugal","2005","69521.3279735897"
"Portugal","2004","67245.8798995966"
"Portugal","2003","64459.7487639435"
"Portugal","2002","69580.5300544942"
"Portugal","2001","65729.391408566"
"Portugal","2000","66059.9440037116"
"Portugal","1999","67243.2425781728"
"Portugal","1998","59621.2743140493"
"Portugal","1997","55126.8246429342"
"Portugal","1996","52109.3698838513"
"Portugal","1995","54804.4628092183"
"Portugal","1994","50831.5852038267"
"Portugal","1993","50079.8744483862"
"Portugal","1992","51466.2429740943"
"Portugal","1991","47210.724242665"
"Portugal","1990","45585.5598537826"
"Romania","2016","75051.6574718658"
"Romania","2015","77788.2204454259"
"Romania","2014","77160.48722412"
"Romania","2013","76829.1981839658"
"Romania","2012","86320.9253879694"
"Romania","2011","89343.2177101806"
"Romania","2010","83551.2581346846"
"Romania","2009","87205.4225299966"
"Romania","2008","105365.397560045"
"Romania","2007","108559.69288569"
"Romania","2006","104130.559804408"
"Romania","2005","100966.617116167"
"Romania","2004","102874.430111692"
"Romania","2003","103576.692965733"
"Romania","2002","99151.8782213806"
"Romania","2001","98877.0634513553"
"Romania","2000","93538.381764087"
"Romania","1999","88682.298253201"
"Romania","1998","104755.659109981"
"Romania","1997","119265.891658467"
"Romania","1996","128277.631649565"
"Romania","1995","124836.930770772"
"Romania","1994","119670.747446745"
"Romania","1993","121627.189605428"
"Romania","1992","130286.047400714"
"Romania","1991","140966.758450214"
"Romania","1990","171231.788287431"
"Russian Federation","2016","1668069.93327538"
"Russian Federation","2015","1671895.07892375"
"Russian Federation","2014","1667110.70649671"
"Russian Federation","2013","1665988.57416488"
"Russian Federation","2012","1726099.49989366"
"Russian Federation","2011","1712424.76894478"
"Russian Federation","2010","1657560.67906561"
"Russian Federation","2009","1572439.00942406"
"Russian Federation","2008","1679794.4499678"
"Russian Federation","2007","1647728.94048712"
"Russian Federation","2006","1648658.73427392"
"Russian Federation","2005","1588662.86444768"
"Russian Federation","2004","1570864.19757079"
"Russian Federation","2003","1562472.35084693"
"Russian Federation","2002","1528961.74696535"
"Russian Federation","2001","1538244.39951906"
"Russian Federation","2000","1499616.2093038"
"Russian Federation","1999","1512984.70571319"
"Russian Federation","1998","1484852.22340498"
"Russian Federation","1997","1502137.42519094"
"Russian Federation","1996","1606949.0150552"
"Russian Federation","1995","1640263.21786214"
"Russian Federation","1994","1669637.14419615"
"Russian Federation","1993","1890935.00230434"
"Russian Federation","1992","1993217.62820445"
"Russian Federation","1991","2437038.08228176"
"Russian Federation","1990","2571210.65114756"
"Slovakia","2016","33996.7723740754"
"Slovakia","2015","33897.4773477332"
"Slovakia","2014","33564.6709694491"
"Slovakia","2013","35633.934532262"
"Slovakia","2012","36109.0531328781"
"Slovakia","2011","37932.8451791624"
"Slovakia","2010","38626.5187267528"
"Slovakia","2009","37639.4256917558"
"Slovakia","2008","41484.5904850579"
"Slovakia","2007","40949.0687257541"
"Slovakia","2006","42603.7190077451"
"Slovakia","2005","42907.4873265241"
"Slovakia","2004","42991.1637599615"
"Slovakia","2003","42426.7751603393"
"Slovakia","2002","42036.5825980553"
"Slovakia","2001","43836.5586251439"
"Slovakia","2000","41533.1533222824"
"Slovakia","1999","43340.7820701967"
"Slovakia","1998","44175.1514806771"
"Slovakia","1997","45204.3122825946"
"Slovakia","1996","45165.534993317"
"Slovakia","1995","44866.5165306751"
"Slovakia","1994","43827.8734006673"
"Slovakia","1993","46658.9721015063"
"Slovakia","1992","49155.950666275"
"Slovakia","1991","53617.0695510459"
"Slovakia","1990","61995.726890584"
"Slovenia","2016","14399.7892339647"
"Slovenia","2015","13599.1420305343"
"Slovenia","2014","13512.5759696322"
"Slovenia","2013","15167.0769411453"
"Slovenia","2012","15800.7550594513"
"Slovenia","2011","16340.5724028567"
"Slovenia","2010","16352.6273657606"
"Slovenia","2009","16310.0101028188"
"Slovenia","2008","18197.3913201714"
"Slovenia","2007","17259.960278523"
"Slovenia","2006","17124.0060053955"
"Slovenia","2005","16928.8065631011"
"Slovenia","2004","16630.6635476486"
"Slovenia","2003","16270.1345875252"
"Slovenia","2002","16508.2039952681"
"Slovenia","2001","16363.2970223245"
"Slovenia","2000","15430.0935978173"
"Slovenia","1999","15323.442103101"
"Slovenia","1998","15948.2236370363"
"Slovenia","1997","16232.9958870596"
"Slovenia","1996","15905.820132985"
"Slovenia","1995","15244.4535765912"
"Slovenia","1994","14633.7811711291"
"Slovenia","1993","14292.670049036"
"Slovenia","1992","13996.0113948908"
"Slovenia","1991","13995.0342312032"
"Slovenia","1990","15074.4297498166"
"Spain","2016","260985.896029201"
"Spain","2015","271727.199521591"
"Spain","2014","255195.738966857"
"Spain","2013","252682.710715247"
"Spain","2012","279271.283698844"
"Spain","2011","284594.749264806"
"Spain","2010","283877.489660119"
"Spain","2009","297248.140982549"
"Spain","2008","336490.118532398"
"Spain","2007","368133.602986463"
"Spain","2006","360279.239640089"
"Spain","2005","368964.132578827"
"Spain","2004","354285.655585136"
"Spain","2003","337979.232848109"
"Spain","2002","334007.11554958"
"Spain","2001","313891.993742763"
"Spain","2000","311926.058938648"
"Spain","1999","300176.561009584"
"Spain","1998","276635.970827802"
"Spain","1997","268058.721813468"
"Spain","1996","255447.995865448"
"Spain","1995","267832.186873403"
"Spain","1994","254234.048192197"
"Spain","1993","241817.825768913"
"Spain","1992","250326.924363345"
"Spain","1991","241464.996588999"
"Spain","1990","231895.048424778"
"Sweden","2016","42568.0179244815"
"Sweden","2015","43385.5569880444"
"Sweden","2014","43225.7057017346"
"Sweden","2013","44768.9971975729"
"Sweden","2012","46403.5662837673"
"Sweden","2011","48969.9564106485"
"Sweden","2010","52927.274753642"
"Sweden","2009","47153.2388210413"
"Sweden","2008","50723.0956446411"
"Sweden","2007","52816.4776760024"
"Sweden","2006","53672.7504996821"
"Sweden","2005","53843.3105733616"
"Sweden","2004","56443.3405613504"
"Sweden","2003","57224.3536113858"
"Sweden","2002","56641.3128426878"
"Sweden","2001","55682.2907082463"
"Sweden","2000","54724.9804989296"
"Sweden","1999","55856.9740580281"
"Sweden","1998","58717.0750072746"
"Sweden","1997","58132.7106612597"
"Sweden","1996","63194.022882569"
"Sweden","1995","59276.1262798147"
"Sweden","1994","59845.4923372439"
"Sweden","1993","57395.7140350447"
"Sweden","1992","57447.0917049443"
"Sweden","1991","57713.4934386139"
"Sweden","1990","57506.3428215546"
"Switzerland","2016","39204.913868834"
"Switzerland","2015","38738.547125415"
"Switzerland","2014","39237.750656818"
"Switzerland","2013","43183.9098279417"
"Switzerland","2012","42250.900617802"
"Switzerland","2011","40979.6892403639"
"Switzerland","2010","45045.1026002736"
"Switzerland","2009","43528.0676425536"
"Switzerland","2008","44706.6878213419"
"Switzerland","2007","43359.8275004962"
"Switzerland","2006","45365.6282802239"
"Switzerland","2005","45779.8377744183"
"Switzerland","2004","45228.284209507"
"Switzerland","2003","44644.1011892214"
"Switzerland","2002","43458.5270744742"
"Switzerland","2001","45075.7971749339"
"Switzerland","2000","43611.917322935"
"Switzerland","1999","44441.7095031673"
"Switzerland","1998","44612.3471094055"
"Switzerland","1997","43035.0156748116"
"Switzerland","1996","44098.4654202557"
"Switzerland","1995","43414.0607930657"
"Switzerland","1994","42678.5696001707"
"Switzerland","1993","43604.6793088759"
"Switzerland","1992","46015.4927568567"
"Switzerland","1991","46140.163718012"
"Switzerland","1990","44161.9396574547"
"Turkey","2016","402820.783787371"
"Turkey","2015","380858.096415169"
"Turkey","2014","357559.960934775"
"Turkey","2013","346780.965045097"
"Turkey","2012","354134.764665979"
"Turkey","2011","344745.49511454"
"Turkey","2010","319528.399842357"
"Turkey","2009","316771.03190838"
"Turkey","2008","310396.695708495"
"Turkey","2007","312862.498172747"
"Turkey","2006","281541.718845738"
"Turkey","2005","260897.954882781"
"Turkey","2004","241909.220763599"
"Turkey","2003","232963.018814533"
"Turkey","2002","217652.912625343"
"Turkey","2001","209529.144850522"
"Turkey","2000","226029.842484573"
"Turkey","1999","203949.027540222"
"Turkey","1998","208042.30336915"
"Turkey","1997","208023.000113824"
"Turkey","1996","195750.702825204"
"Turkey","1995","178310.252677494"
"Turkey","1994","163783.172139654"
"Turkey","1993","167301.865453102"
"Turkey","1992","159065.847277588"
"Turkey","1991","153538.017516535"
"Turkey","1990","146507.199595641"
"Ukraine","2016","235156.014393971"
"Ukraine","2015","223579.698087286"
"Ukraine","2014","256583.598971804"
"Ukraine","2013","296074.061206865"
"Ukraine","2012","303705.068346831"
"Ukraine","2011","307071.163893081"
"Ukraine","2010","293518.810795166"
"Ukraine","2009","277169.902079293"
"Ukraine","2008","325732.775756135"
"Ukraine","2007","336601.096574665"
"Ukraine","2006","332764.711387944"
"Ukraine","2005","313533.699788368"
"Ukraine","2004","306255.428816872"
"Ukraine","2003","305183.445038823"
"Ukraine","2002","294199.978296842"
"Ukraine","2001","301300.733165838"
"Ukraine","2000","279537.842794062"
"Ukraine","1999","292311.281415959"
"Ukraine","1998","321067.218757315"
"Ukraine","1997","340243.79736679"
"Ukraine","1996","351409.867304643"
"Ukraine","1995","389865.789200143"
"Ukraine","1994","419267.635275944"
"Ukraine","1993","510201.372931127"
"Ukraine","1992","589062.246150783"
"Ukraine","1991","632538.757796713"
"Ukraine","1990","705832.231016827"
"United Kingdom","2016","398033.275659367"
"United Kingdom","2015","422193.839956935"
"United Kingdom","2014","438268.664394138"
"United Kingdom","2013","477356.475352279"
"United Kingdom","2012","487324.894368547"
"United Kingdom","2011","469523.407746153"
"United Kingdom","2010","511979.381938069"
"United Kingdom","2009","494356.357738572"
"United Kingdom","2008","544656.278988207"
"United Kingdom","2007","559237.939387628"
"United Kingdom","2006","567556.978304428"
"United Kingdom","2005","569874.270024209"
"United Kingdom","2004","573082.75143629"
"United Kingdom","2003","571461.421155282"
"United Kingdom","2002","559902.478493405"
"United Kingdom","2001","575793.896184685"
"United Kingdom","2000","566932.533582656"
"United Kingdom","1999","560412.827830269"
"United Kingdom","1998","567403.381574942"
"United Kingdom","1997","562412.222792919"
"United Kingdom","1996","588472.631632116"
"United Kingdom","1995","566843.952467474"
"United Kingdom","1994","575638.946954135"
"United Kingdom","1993","579459.12698552"
"United Kingdom","1992","593571.2399723"
"United Kingdom","1991","609198.025204674"
"United Kingdom","1990","601342.996023404"
"United States of America","2016","5310861.40606591"
"United States of America","2015","5420804.12720778"
"United States of America","2014","5568759.25826517"
"United States of America","2013","5519612.55692856"
"United States of America","2012","5366730.2811548"
"United States of America","2011","5570706.56001178"
"United States of America","2010","5701075.80749757"
"United States of America","2009","5495394.95833554"
"United States of America","2008","5932775.28079493"
"United States of America","2007","6130983.5626347"
"United States of America","2006","6052236.28555381"
"United States of America","2005","6132005.70430607"
"United States of America","2004","6106620.73525022"
"United States of America","2003","5991319.56917725"
"United States of America","2002","5943651.27911871"
"United States of America","2001","5902454.99253816"
"United States of America","2000","6000606.06666851"
"United States of America","1999","5832250.17832869"
"United States of America","1998","5752324.18956138"
"United States of America","1997","5703890.70767035"
"United States of America","1996","5626186.71696691"
"United States of America","1995","5439213.31396372"
"United States of America","1994","5377987.13728108"
"United States of America","1993","5284687.8824102"
"United States of America","1992","5174059.07595785"
"United States of America","1991","5070839.40039074"
"United States of America","1990","5121264.46061024"

